LDA3.URINE37POS.o150710.1:K=50,mean_approximate_log_evidence=-270901.238139,mean_perplexity=50.7926140755
LDA3.URINE37POS.o150710.10:K=500,mean_approximate_log_evidence=-222789.397861,mean_perplexity=24.5727525005
LDA3.URINE37POS.o150710.11:K=550,mean_approximate_log_evidence=-233193.501553,mean_perplexity=24.6831851619
LDA3.URINE37POS.o150710.12:K=600,mean_approximate_log_evidence=-223004.666021,mean_perplexity=24.191768062
LDA3.URINE37POS.o150710.13:K=650,mean_approximate_log_evidence=-228802.410744,mean_perplexity=24.5512542693
LDA3.URINE37POS.o150710.14:K=700,mean_approximate_log_evidence=-224061.783656,mean_perplexity=25.0287042202
LDA3.URINE37POS.o150710.15:K=750,mean_approximate_log_evidence=-228542.469737,mean_perplexity=25.1280447399
LDA3.URINE37POS.o150710.16:K=800,mean_approximate_log_evidence=-229958.804685,mean_perplexity=24.9384821503
LDA3.URINE37POS.o150710.17:K=850,mean_approximate_log_evidence=-225052.677698,mean_perplexity=25.2324551896
LDA3.URINE37POS.o150710.18:K=900,mean_approximate_log_evidence=-226654.876233,mean_perplexity=25.5574754651
LDA3.URINE37POS.o150710.19:K=950,mean_approximate_log_evidence=-227815.306414,mean_perplexity=25.6496551228
LDA3.URINE37POS.o150710.2:K=100,mean_approximate_log_evidence=-249838.157253,mean_perplexity=39.564689958
LDA3.URINE37POS.o150710.20:K=1000,mean_approximate_log_evidence=-230843.451358,mean_perplexity=25.4883367759
LDA3.URINE37POS.o150710.3:K=150,mean_approximate_log_evidence=-248652.672352,mean_perplexity=31.3756324854
LDA3.URINE37POS.o150710.4:K=200,mean_approximate_log_evidence=-236849.663903,mean_perplexity=27.1280408738
LDA3.URINE37POS.o150710.5:K=250,mean_approximate_log_evidence=-223842.579248,mean_perplexity=25.4689877765
LDA3.URINE37POS.o150710.6:K=300,mean_approximate_log_evidence=-226735.462707,mean_perplexity=24.1596112101
LDA3.URINE37POS.o150710.7:K=350,mean_approximate_log_evidence=-228960.060323,mean_perplexity=24.7656951681
LDA3.URINE37POS.o150710.8:K=400,mean_approximate_log_evidence=-229711.52103,mean_perplexity=24.1187093405
LDA3.URINE37POS.o150710.9:K=450,mean_approximate_log_evidence=-217574.64767,mean_perplexity=23.9603316442
