LDA.URINE37POS.o141420.1:K=25, mean_approximate_log_marginal_likelihood=-216868.468443
LDA.URINE37POS.o141420.10:K=250, mean_approximate_log_marginal_likelihood=-197990.021798
LDA.URINE37POS.o141420.11:K=275, mean_approximate_log_marginal_likelihood=-204850.045347
LDA.URINE37POS.o141420.12:K=300, mean_approximate_log_marginal_likelihood=-210521.077319
LDA.URINE37POS.o141420.13:K=325, mean_approximate_log_marginal_likelihood=-220156.20242
LDA.URINE37POS.o141420.14:K=350, mean_approximate_log_marginal_likelihood=-226222.838073
LDA.URINE37POS.o141420.15:K=375, mean_approximate_log_marginal_likelihood=-234490.554858
LDA.URINE37POS.o141420.16:K=400, mean_approximate_log_marginal_likelihood=-240595.271122
LDA.URINE37POS.o141420.2:K=50, mean_approximate_log_marginal_likelihood=-188703.20023
LDA.URINE37POS.o141420.3:K=75, mean_approximate_log_marginal_likelihood=-177621.970582
LDA.URINE37POS.o141420.4:K=100, mean_approximate_log_marginal_likelihood=-175609.818658
LDA.URINE37POS.o141420.5:K=125, mean_approximate_log_marginal_likelihood=-174689.931468
LDA.URINE37POS.o141420.6:K=150, mean_approximate_log_marginal_likelihood=-178081.717987
LDA.URINE37POS.o141420.7:K=175, mean_approximate_log_marginal_likelihood=-179287.485965
LDA.URINE37POS.o141420.8:K=200, mean_approximate_log_marginal_likelihood=-185156.739777
LDA.URINE37POS.o141420.9:K=225, mean_approximate_log_marginal_likelihood=-191302.995398
